person,personLabel,relatieLabel,value,valueLabel,start,eind,punt
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1858-09-18T00:00:00Z,1926-01-25T00:00:00Z,
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1878-04-08T00:00:00Z,1921-02-08T00:00:00Z,
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Werkgever,http://www.wikidata.org/entity/Q2237527,Berthoutinstituut Klein Seminarie,1858-10-01T00:00:00Z,1874-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Werkgever,http://www.wikidata.org/entity/Q120831037,Sint-Norbertusinstituut Antwerpen,1874-02-24T00:00:00Z,1878-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Werklocatie,http://www.wikidata.org/entity/Q12892,Antwerpen,1874-02-24T00:00:00Z,1878-04-07T00:00:00Z,
http://www.wikidata.org/entity/Q115829884,Theophilus Roucourt,Werklocatie,http://www.wikidata.org/entity/Q162022,Mechelen,1858-10-01T00:00:00Z,1874-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q1056391,rector,1850-10-14T00:00:00Z,1864-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q1958649,schoolopziener,,,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q1104153,kanunnik,1854-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q1622272,academisch docent,1840-10-01T00:00:00Z,1864-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1835-10-01T00:00:00Z,1840-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q1044528,vicaris-generaal,1864-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q59308086,Huisprelaat van Zijne Heiligheid,1866-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1835-12-19T00:00:00Z,1875-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Werkgever,http://www.wikidata.org/entity/Q2479554,Grootseminarie van Brugge,1840-10-01T00:00:00Z,1864-10-25T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Werkgever,http://www.wikidata.org/entity/Q590398,bisdom Brugge,1864-10-25T00:00:00Z,1875-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Werkgever,http://www.wikidata.org/entity/Q1867263,Klein Seminarie Roeselare,1835-10-01T00:00:00Z,1840-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Werklocatie,http://www.wikidata.org/entity/Q211037,Roeselare,1835-10-01T00:00:00Z,1840-10-01T00:00:00Z,
http://www.wikidata.org/entity/Q115830433,Antoine Wemaer,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,1840-10-01T00:00:00Z,1875-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q115831039,Amandus Devloo,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1884-12-20T00:00:00Z,,
http://www.wikidata.org/entity/Q115831039,Amandus Devloo,Beroep,http://www.wikidata.org/entity/Q118732656,deservitor,1885-11-01T00:00:00Z,1889-06-13T00:00:00Z,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Beroep,http://www.wikidata.org/entity/Q114371470,coadjutor,1852-03-15T00:00:00Z,,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1854-09-22T00:00:00Z,1871-05-13T00:00:00Z,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Beroep,http://www.wikidata.org/entity/Q42603,priester,1852-03-06T00:00:00Z,,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1871-05-13T00:00:00Z,,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Werklocatie,http://www.wikidata.org/entity/Q1865404,Nieuwkerke,1874-05-13T00:00:00Z,1881-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Werklocatie,http://www.wikidata.org/entity/Q705028,Outrijve,1871-05-13T00:00:00Z,1874-05-13T00:00:00Z,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Werklocatie,http://www.wikidata.org/entity/Q742906,Dentergem,1852-03-15T00:00:00Z,,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Werklocatie,http://www.wikidata.org/entity/Q12995,Kortrijk,1853-04-18T00:00:00Z,,
http://www.wikidata.org/entity/Q115831295,Karel Foulon,Werklocatie,http://www.wikidata.org/entity/Q2354846,Sint-Denijs,1881-10-26T00:00:00Z,1908-10-14T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Beroep,http://www.wikidata.org/entity/Q1162163,directeur,1867-08-01T00:00:00Z,1867-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1866-12-22T00:00:00Z,1903-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,,1898-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1898-09-21T00:00:00Z,,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q255575,Passendale,,,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q696887,Lendelede,1868-07-29T00:00:00Z,1878-12-07T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q3472086,Stene,1898-09-21T00:00:00Z,1903-06-18T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q2337062,Zillebeke,1887-12-27T00:00:00Z,1898-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q1937157,Klerken,1878-12-07T00:00:00Z,1887-12-27T00:00:00Z,
http://www.wikidata.org/entity/Q115831509,Joseph Gezelle,Werklocatie,http://www.wikidata.org/entity/Q5273898,Southwark,1867-08-01T00:00:00Z,1867-12-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1892-01-25T00:00:00Z,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1880-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1880-12-28T00:00:00Z,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Beroep,http://www.wikidata.org/entity/Q219477,missionaris,1891-11-06T00:00:00Z,1898-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Beroep,http://www.wikidata.org/entity/Q1657500,aalmoezenier,,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Werklocatie,http://www.wikidata.org/entity/Q211073,Matadi,1891-11-06T00:00:00Z,1898-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Werklocatie,http://www.wikidata.org/entity/Q724577,Appels,1880-12-28T00:00:00Z,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Werklocatie,http://www.wikidata.org/entity/Q1296,Gent,1885-07-06T00:00:00Z,,
http://www.wikidata.org/entity/Q115831919,Octavus D'Hooghe,Woonplaats,http://www.wikidata.org/entity/Q388115,Zele,1898-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Beroep,http://www.wikidata.org/entity/Q114371470,coadjutor,1846-11-14T00:00:00Z,,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1840-04-18T00:00:00Z,,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1840-01-01T00:00:00Z,1881-06-02T00:00:00Z,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Beroep,http://www.wikidata.org/entity/Q1162163,directeur,,,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Beroep,http://www.wikidata.org/entity/Q1958649,schoolopziener,,,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Werkgever,http://www.wikidata.org/entity/Q52215729,"Sint-Jozefinstituut, Sint-Niklaas",1841-01-01T00:00:00Z,1846-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Werklocatie,http://www.wikidata.org/entity/Q270644,Beveren,1840-01-01T00:00:00Z,1841-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Werklocatie,http://www.wikidata.org/entity/Q13127,Sint-Niklaas,1841-01-01T00:00:00Z,1846-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115831995,Franciscus-Xaverius Ciamberlani,Werklocatie,http://www.wikidata.org/entity/Q270644,Beveren,1846-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q830337,prior,1932-05-03T00:00:00Z,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q1469535,rooms-katholiek priester,1899-02-24T00:00:00Z,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q435940,pater,,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q1162163,directeur,1922-05-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q462390,docent,,,
http://www.wikidata.org/entity/Q115832532,Jules Perquy,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,,,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1890-01-08T00:00:00Z,1910-01-26T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1868-12-19T00:00:00Z,1910-01-26T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1869-08-28T00:00:00Z,1890-01-08T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Beroep,http://www.wikidata.org/entity/Q114371470,coadjutor,1869-02-04T00:00:00Z,,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Werklocatie,http://www.wikidata.org/entity/Q1849663,Heestert,1894-12-05T00:00:00Z,1910-01-26T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Werklocatie,http://www.wikidata.org/entity/Q2161674,Zerkegem,1869-02-04T00:00:00Z,,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Werklocatie,http://www.wikidata.org/entity/Q2625637,Gits,1873-03-12T00:00:00Z,1890-01-08T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Werklocatie,http://www.wikidata.org/entity/Q2556717,Westvleteren,1869-08-28T00:00:00Z,1873-03-12T00:00:00Z,
http://www.wikidata.org/entity/Q115833316,Aloysius Farasyn,Werklocatie,http://www.wikidata.org/entity/Q742920,Bredene,1890-01-08T00:00:00Z,1894-12-05T00:00:00Z,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1881-05-11T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1891-01-21T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1881-12-17T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1907-12-04T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Werkgever,http://www.wikidata.org/entity/Q47113423,Sint-Antoniuscollege te Ronse,1881-05-11T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Werklocatie,http://www.wikidata.org/entity/Q2400293,Oostakker,1891-01-21T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Werklocatie,http://www.wikidata.org/entity/Q14988,Oostwinkel,1908-11-05T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Werklocatie,http://www.wikidata.org/entity/Q268219,Ronse,1881-05-11T00:00:00Z,,
http://www.wikidata.org/entity/Q115834468,Achilles Bohyn,Werklocatie,http://www.wikidata.org/entity/Q13815099,Maria-Aalter,1907-12-04T00:00:00Z,,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Beroep,http://www.wikidata.org/entity/Q2141193,opvoeder,1836-01-01T00:00:00Z,1841-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1833-06-01T00:00:00Z,1878-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Beroep,http://www.wikidata.org/entity/Q1622272,academisch docent,1841-01-01T00:00:00Z,1867-08-21T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1867-08-21T00:00:00Z,1878-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1833-01-01T00:00:00Z,1836-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Werkgever,http://www.wikidata.org/entity/Q1867263,Klein Seminarie Roeselare,1833-01-01T00:00:00Z,1841-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Werkgever,http://www.wikidata.org/entity/Q2479554,Grootseminarie van Brugge,1841-01-01T00:00:00Z,1867-08-21T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Werklocatie,http://www.wikidata.org/entity/Q211037,Roeselare,1833-01-01T00:00:00Z,1841-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115834690,Aimé Lagae,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,1841-01-01T00:00:00Z,1878-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q115834833,Arthur Maria Gustavus Florimond Plettinck,Beroep,http://www.wikidata.org/entity/Q435940,pater,,,
http://www.wikidata.org/entity/Q115834833,Arthur Maria Gustavus Florimond Plettinck,Werklocatie,http://www.wikidata.org/entity/Q2248548,Tongerlo,,,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1853-05-21T00:00:00Z,1875-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1853-05-21T00:00:00Z,,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1875-03-26T00:00:00Z,1902-01-12T00:00:00Z,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Werkgever,http://www.wikidata.org/entity/Q2663876,Sint-Lodewijkscollege,1853-05-21T00:00:00Z,1875-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Werklocatie,http://www.wikidata.org/entity/Q780561,Moorsele,1882-09-20T00:00:00Z,1902-01-12T00:00:00Z,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Werklocatie,http://www.wikidata.org/entity/Q2041336,Woumen,1875-03-26T00:00:00Z,1882-09-20T00:00:00Z,
http://www.wikidata.org/entity/Q115834834,Desideer Meersseman,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,1853-05-21T00:00:00Z,1875-03-26T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1895-07-19T00:00:00Z,1905-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Beroep,http://www.wikidata.org/entity/Q1469535,rooms-katholiek priester,1866-05-26T00:00:00Z,1905-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1866-07-06T00:00:00Z,1868-09-02T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Beroep,http://www.wikidata.org/entity/Q1162163,directeur,1868-09-02T00:00:00Z,1895-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Werkgever,http://www.wikidata.org/entity/Q2480833,Onze-Lieve-Vrouwecollege,1866-07-06T00:00:00Z,1868-09-02T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Werkgever,http://www.wikidata.org/entity/Q125535800,Congregatie van de Zusters van de H. Vincentius a Paulo (Anzegem),1868-09-02T00:00:00Z,1895-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Werklocatie,http://www.wikidata.org/entity/Q2006454,Westkerke,1895-07-19T00:00:00Z,1905-11-24T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Werklocatie,http://www.wikidata.org/entity/Q12996,Oostende,1866-07-06T00:00:00Z,1868-09-02T00:00:00Z,
http://www.wikidata.org/entity/Q115834868,Henri Louis Joseph Messiaen,Werklocatie,http://www.wikidata.org/entity/Q614274,Anzegem,1868-09-02T00:00:00Z,1895-07-19T00:00:00Z,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Beroep,http://www.wikidata.org/entity/Q25378518,adjunct-directeur,1894-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1898-10-22T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1883-05-19T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Beroep,http://www.wikidata.org/entity/Q1162163,directeur,1904-04-28T00:00:00Z,1914-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1883-09-25T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werkgever,http://www.wikidata.org/entity/Q1362697,Zusters van Onze-Lieve-Vrouw van Namen,1894-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werkgever,http://www.wikidata.org/entity/Q3151805,Institut Saint-Boniface-Parnasse,1883-09-25T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werkgever,http://www.wikidata.org/entity/Q52224437,"Broeders van de Christelijke Scholen, district Vlaanderen",1904-04-28T00:00:00Z,1914-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werklocatie,http://www.wikidata.org/entity/Q533936,Dion-Valmont,1898-10-22T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werklocatie,http://www.wikidata.org/entity/Q208713,Elsene,1883-09-25T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werklocatie,http://www.wikidata.org/entity/Q134121,Namen,1894-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q115834873,Joannes Spillemaeckers,Werklocatie,http://www.wikidata.org/entity/Q599127,Overijse,1904-04-28T00:00:00Z,1914-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q115835025,Louise Joséphine Doyen,Beroep,http://www.wikidata.org/entity/Q191808,non,1856-05-15T00:00:00Z,1888-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q115835025,Louise Joséphine Doyen,Beroep,http://www.wikidata.org/entity/Q1776501,overste,1878-01-01T00:00:00Z,1888-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115835025,Louise Joséphine Doyen,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,,,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Beroep,http://www.wikidata.org/entity/Q1056391,rector,1896-10-28T00:00:00Z,1906-09-14T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1906-09-14T00:00:00Z,1932-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1883-08-26T00:00:00Z,,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1890-05-03T00:00:00Z,1896-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1884-09-15T00:00:00Z,1890-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werkgever,http://www.wikidata.org/entity/Q1867263,Klein Seminarie Roeselare,1884-09-15T00:00:00Z,1890-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werkgever,http://www.wikidata.org/entity/Q2304374,Sint-Jan Berchmanscollege,1896-10-28T00:00:00Z,1906-09-14T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werklocatie,http://www.wikidata.org/entity/Q177133,Avelgem,1896-10-28T00:00:00Z,1906-09-14T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werklocatie,http://www.wikidata.org/entity/Q211037,Roeselare,1884-09-15T00:00:00Z,1890-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werklocatie,http://www.wikidata.org/entity/Q2117660,Dranouter,1906-09-14T00:00:00Z,1911-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werklocatie,http://www.wikidata.org/entity/Q822795,Koekelare,1911-10-20T00:00:00Z,1932-12-20T00:00:00Z,
http://www.wikidata.org/entity/Q115835156,Leonardus Lootens,Werklocatie,http://www.wikidata.org/entity/Q1963590,Geluwe,1890-05-03T00:00:00Z,1896-10-28T00:00:00Z,
http://www.wikidata.org/entity/Q115835531,Augustinus Ghequiere,Beroep,http://www.wikidata.org/entity/Q333634,vertaler,,,
http://www.wikidata.org/entity/Q115835531,Augustinus Ghequiere,Beroep,http://www.wikidata.org/entity/Q36180,schrijver,,,
http://www.wikidata.org/entity/Q115835531,Augustinus Ghequiere,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1882-12-23T00:00:00Z,,
http://www.wikidata.org/entity/Q115835531,Augustinus Ghequiere,Beroep,http://www.wikidata.org/entity/Q435940,pater,1878-10-15T00:00:00Z,1902-07-06T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Beroep,http://www.wikidata.org/entity/Q2251335,leerkracht,1848-01-01T00:00:00Z,1854-08-15T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1851-09-20T00:00:00Z,1879-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Beroep,http://www.wikidata.org/entity/Q1104153,kanunnik,1866-02-26T00:00:00Z,,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1878-09-11T00:00:00Z,1879-08-19T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Beroep,http://www.wikidata.org/entity/Q1056391,rector,1854-08-15T00:00:00Z,1878-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Werkgever,http://www.wikidata.org/entity/Q118369334,Sint-Jozefscollege Tielt,1848-01-01T00:00:00Z,1851-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Werkgever,http://www.wikidata.org/entity/Q2663876,Sint-Lodewijkscollege,1850-09-07T00:00:00Z,1878-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Werklocatie,http://www.wikidata.org/entity/Q651811,Tielt,1848-01-01T00:00:00Z,1851-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q115835605,Emiel Minne,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,1850-09-07T00:00:00Z,1878-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Beroep,http://www.wikidata.org/entity/Q1753370,parochievicaris,1881-11-02T00:00:00Z,1882-02-24T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Beroep,http://www.wikidata.org/entity/Q121594,professor,1882-02-24T00:00:00Z,1901-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Beroep,http://www.wikidata.org/entity/Q250867,katholiek priester,1877-12-22T00:00:00Z,1913-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Beroep,http://www.wikidata.org/entity/Q955464,pastoor,1901-01-16T00:00:00Z,1913-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Werkgever,http://www.wikidata.org/entity/Q2479554,Grootseminarie van Brugge,1882-02-24T00:00:00Z,1901-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Werklocatie,http://www.wikidata.org/entity/Q639974,Ardooie,1901-01-16T00:00:00Z,1913-03-13T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Werklocatie,http://www.wikidata.org/entity/Q102728,Ieper,1881-11-02T00:00:00Z,1882-02-24T00:00:00Z,
http://www.wikidata.org/entity/Q115835763,Gustaaf Van de Putte,Werklocatie,http://www.wikidata.org/entity/Q12994,Brugge,1882-02-24T00:00:00Z,1901-01-16T00:00:00Z,
